date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:53:01	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-67a1221b-c1eae0e1d6914bc4;gz%22	https://anusolarracing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1007	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min9792.css	(from https://anusolarracing.com/)
18:53:02	58071/58071	---M-Z	200	added ('OK')	text/css	etag:%22e2d7-67a1221b-b4d8735996d1456f;gz%22	https://anusolarracing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://anusolarracing.com/)
18:53:03	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-67a1221b-1eeda6995f693573;gz%22	https://anusolarracing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://anusolarracing.com/)
18:53:04	677/677	---M-Z	200	added ('OK')	text/css	etag:%222a5-67a1221b-4669a24c2c76377f;gz%22	https://anusolarracing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://anusolarracing.com/)
18:53:05	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-67a1221b-87928595e5e5cf0f;gz%22	https://anusolarracing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://anusolarracing.com/)
18:53:06	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-65e464c7-f496449056993901;gz%22	https://anusolarracing.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://anusolarracing.com/)
18:53:07	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-65e464c7-bcd5baa9acd4fbd3;gz%22	https://anusolarracing.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://anusolarracing.com/)
18:53:09	31725/31725	---MCZ	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2017:53:08%20GMT	https://anusolarracing.com/wp-json/wp/v2/pages/31	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-json/wp/v2/pages/31.json	(from https://anusolarracing.com/)
18:53:09	822/822	---M-Z	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202025%2017:53:09%20GMT	https://anusolarracing.com/xmlrpc.php?rsd	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/xmlrpc0db0.php	(from https://anusolarracing.com/)
18:53:10	262475/262475	---MCZ	200	added ('OK')	application/json	etag:%221211-1738864389;gz%22	https://anusolarracing.com/wp-json/	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-json/index.html	(from https://anusolarracing.com/)
18:53:10	2075/2075	---M-Z	200	added ('OK')	application/json	etag:%221212-1738864390;gz%22	https://anusolarracing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fanusolarracing.com%2F	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-json/oembed/1.0/embed14b5.json	(from https://anusolarracing.com/)
18:53:11	2237/2237	---M-Z	200	added ('OK')	text/xml	etag:%221213-1738864391;gz%22	https://anusolarracing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fanusolarracing.com%2F&format=xml	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-json/oembed/1.0/embedd9b7	(from https://anusolarracing.com/)
18:53:12	1292/1292	---M--	200	added ('OK')	image/png	etag:%2250c-63e84969-320746b7568c5e48;;;%22	https://anusolarracing.com/wp-content/uploads/2023/02/cropped-favicon-32x32.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/02/cropped-favicon-32x32.png	(from https://anusolarracing.com/)
18:53:13	15294/15294	---M--	200	added ('OK')	image/png	etag:%223bbe-63e84969-3a0324ce015776f0;;;%22	https://anusolarracing.com/wp-content/uploads/2023/02/cropped-favicon-192x192.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/02/cropped-favicon-192x192.png	(from https://anusolarracing.com/)
18:53:14	14278/14278	---M--	200	added ('OK')	image/png	etag:%2237c6-63e84969-ff837cdb77f7422e;;;%22	https://anusolarracing.com/wp-content/uploads/2023/02/cropped-favicon-180x180.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/02/cropped-favicon-180x180.png	(from https://anusolarracing.com/)
18:53:15	10336/10336	---M--	200	added ('OK')	image/png	etag:%222860-63e4e33b-1c855e9b48f7dcb7;;;%22	https://anusolarracing.com/wp-content/uploads/2023/02/White-Transparent-Full-Logo-300x99.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/02/White-Transparent-Full-Logo-300x99.png	(from https://anusolarracing.com/)
18:53:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2017:53:16%20GMT	https://anusolarracing.com/team	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/team	(from https://anusolarracing.com/)
18:53:17	61580/61580	---MCZ	200	added ('OK')	text/html	etag:%221188-1738750704;gz%22	https://anusolarracing.com/about/	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/about/index.html	(from https://anusolarracing.com/)
18:53:17	59150/59150	---MCZ	200	added ('OK')	text/html	etag:%221196-1738777173;gz%22	https://anusolarracing.com/cars/	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/cars/index.html	(from https://anusolarracing.com/)
18:53:17	142985/142985	---MCZ	200	added ('OK')	text/html	etag:%221187-1738747102;gz%22	https://anusolarracing.com/teamorigin/team/	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/teamorigin/team/index.html	(from https://anusolarracing.com/)
18:53:17	96083/96083	---MCZ	200	added ('OK')	text/html	etag:%221190-1738756351;gz%22	https://anusolarracing.com/media/	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/media/index.html	(from https://anusolarracing.com/)
18:53:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2017:53:18%20GMT	https://anusolarracing.com/cars/sc3	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/cars/sc3	(from https://anusolarracing.com/)
18:53:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2017:53:19%20GMT	https://anusolarracing.com/partners	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/partners	(from https://anusolarracing.com/)
18:53:20	67223/67223	---MCZ	200	added ('OK')	text/html	etag:%221183-1738738705;gz%22	https://anusolarracing.com/contact-us/	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/contact-us/index.html	(from https://anusolarracing.com/)
18:53:20	65947/65947	---MCZ	200	added ('OK')	text/html	etag:%221182-1738738002;gz%22	https://anusolarracing.com/outreach/	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/outreach/index.html	(from https://anusolarracing.com/)
18:53:20	60390/60390	---MCZ	200	added ('OK')	text/html	etag:%221203-1738803580;gz%22	https://anusolarracing.com/partners/	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/partners/index.html	(from https://anusolarracing.com/)
18:53:20	142969/142969	---MCZ	200	added ('OK')	text/html	etag:%221199-1738797623;gz%22	https://anusolarracing.com/team/	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/team/index.html	(from https://anusolarracing.com/)
18:53:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2017:53:21%20GMT	https://anusolarracing.com/contact-us	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/contact-us	(from https://anusolarracing.com/)
18:53:22	22290/22290	---M--	200	added ('OK')	image/png	etag:%225712-640ae09e-d8ee0887395134dd;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/ImagineEvents_normal-1024x547.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/ImagineEvents_normal-1024x547.png	(from https://anusolarracing.com/)
18:53:23	67174/67174	---MCZ	200	added ('OK')	text/html	etag:%221195-1738764208;gz%22	https://anusolarracing.com/cars/sc3/	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/cars/sc3/index.html	(from https://anusolarracing.com/)
18:53:23	26940/26940	---M--	200	added ('OK')	image/png	etag:%22693c-640ae09a-ceffab88b6b7cec4;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/AOGraphics_normal.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/AOGraphics_normal.png	(from https://anusolarracing.com/)
18:53:24	39009/39009	---M--	200	added ('OK')	image/png	etag:%229861-640ae090-34a337d011a17c8e;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/ANU_sepia.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/ANU_sepia.png	(from https://anusolarracing.com/)
18:53:25	12867/12867	---M--	200	added ('OK')	image/png	etag:%223243-640ae08f-4ab615d001c00d23;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/ANSYS_sepia.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/ANSYS_sepia.png	(from https://anusolarracing.com/)
18:53:26	72712/72712	---M--	200	added ('OK')	image/png	etag:%2211c08-640ae08f-abc9683bd5190426;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/SydneyComposites_sepia.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/SydneyComposites_sepia.png	(from https://anusolarracing.com/)
18:53:27	39451/39451	---M--	200	added ('OK')	image/png	etag:%229a1b-640ae08e-6efebfcfeb1e9222;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/Solargain_sepia-1024x375.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/Solargain_sepia-1024x375.png	(from https://anusolarracing.com/)
18:53:28	8482/8482	---M--	200	added ('OK')	image/png	etag:%222122-640ae08d-91b42c367c3a8a37;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/PVLab_sepia.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/PVLab_sepia.png	(from https://anusolarracing.com/)
18:53:30	43855/43855	---M--	200	added ('OK')	image/png	etag:%22ab4f-640ae08d-8758e8dca5db4ce2;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/NRMA_sepia-1024x562.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/NRMA_sepia-1024x562.png	(from https://anusolarracing.com/)
18:53:30	16623/16623	---M--	200	added ('OK')	image/png	etag:%2240ef-640ae08b-669a8a66b44c680e;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/NEOEN_sepia-1024x231.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/NEOEN_sepia-1024x231.png	(from https://anusolarracing.com/)
18:53:32	222264/222264	---M--	200	added ('OK')	image/png	etag:%2236438-640ae089-eb1465f029c914d9;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/LiquidInstruments_sepia.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/LiquidInstruments_sepia.png	(from https://anusolarracing.com/)
18:53:33	88074/88074	---M--	200	added ('OK')	image/png	etag:%221580a-640ae088-7374282fc454d621;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/CapitalBrewingCo_sepia-1024x695.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/CapitalBrewingCo_sepia-1024x695.png	(from https://anusolarracing.com/)
18:53:33	47758/47758	---M--	200	added ('OK')	image/png	etag:%22ba8e-640ae085-9557b3c39d05e10f;;;%22	https://anusolarracing.com/wp-content/uploads/2023/03/ANUSport_sepia-1024x467.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/03/ANUSport_sepia-1024x467.png	(from https://anusolarracing.com/)
18:53:34	15372/15372	---M--	200	added ('OK')	image/png	etag:%223c0c-63e5ad65-73e64f0525917355;;;%22	https://anusolarracing.com/wp-content/uploads/2023/02/Logomark-Transparent-White-300x261.png	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/2023/02/Logomark-Transparent-White-300x261.png	(from https://anusolarracing.com/)
18:53:35	254/254	---M--	200	added ('OK')	text/css	etag:%22fe-67a1221b-306c1c3c6d0be02f;;;%22	https://anusolarracing.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.27.3	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/plugins/elementor/assets/css/widget-image.mine689.css	(from https://anusolarracing.com/)
18:53:36	5150/5150	---M-Z	200	added ('OK')	text/css	etag:%22141e-67a1221b-92a3503865cd7f4b;gz%22	https://anusolarracing.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.27.3	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/plugins/elementor/assets/css/widget-social-icons.mine689.css	(from https://anusolarracing.com/)
18:53:37	7025/7025	---M-Z	200	added ('OK')	text/css	etag:%221b71-677d8848-22843ac260fe217e;gz%22	https://anusolarracing.com/wp-content/uploads/elementor/css/custom-apple-webkit.min.css?ver=1736280136	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/uploads/elementor/css/custom-apple-webkit.min3f36.css	(from https://anusolarracing.com/)
18:53:38	43009/43009	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a801-67840cf5-cb70d7b06277a68b;gz%22	https://anusolarracing.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles.js?ver=3.0.6	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles7c45.js	(from https://anusolarracing.com/)
18:53:39	15408/15408	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c30-67840cf5-29b151612f9e1dd3;gz%22	https://anusolarracing.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.minf184.js	(from https://anusolarracing.com/)
18:53:40	17272/17272	---M-Z	200	added ('OK')	application/x-javascript	etag:%224378-67840cf5-7e7546256faa1c40;gz%22	https://anusolarracing.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min.js?ver=1.0	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min5152.js	(from https://anusolarracing.com/)
18:53:41	3164/3164	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c5c-63e497a7-c439f1766aaeb5c5;gz%22	https://anusolarracing.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	/home/psd/helios/pruebahtt/HeliosRaceUPV/anusolarracing.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://anusolarracing.com/)
